PageRank Results for adaptec1
============================================================
Total components: 211447
Damping factor: 0.85
============================================================

Rank     Component                      PageRank Score 
56378    o175409                        0.00000543     
56379    o73864                         0.00000543     
56380    o183178                        0.00000543     
56381    o157271                        0.00000543     
56382    o159868                        0.00000543     
56383    o40660                         0.00000543     
56384    o167641                        0.00000543     
56385    o103563                        0.00000543     
56386    o176544                        0.00000543     
56387    o170226                        0.00000543     
56388    o85403                         0.00000543     
56389    o127567                        0.00000543     
56390    o27137                         0.00000543     
56391    o17449                         0.00000543     
56392    o190980                        0.00000543     
56393    o81953                         0.00000543     
56394    o134680                        0.00000543     
56395    o26035                         0.00000543     
56396    o64106                         0.00000543     
56397    o178009                        0.00000543     
56398    o170234                        0.00000543     
56399    o153793                        0.00000543     
56400    o167640                        0.00000543     
56401    o119059                        0.00000543     
56402    o135832                        0.00000543     
56403    o101098                        0.00000543     
56404    o69965                         0.00000543     
56405    o185786                        0.00000543     
56406    o157276                        0.00000543     
56407    o64403                         0.00000543     
56408    o140711                        0.00000543     
56409    o178003                        0.00000543     
56410    o178005                        0.00000543     
56411    o2817                          0.00000542     
56412    o117150                        0.00000542     
56413    o53984                         0.00000542     
56414    o190961                        0.00000542     
56415    o190967                        0.00000542     
56416    o175408                        0.00000542     
56417    o181866                        0.00000542     
56418    o130593                        0.00000542     
56419    o88921                         0.00000542     
56420    o183197                        0.00000542     
56421    o201673                        0.00000542     
56422    o86567                         0.00000542     
56423    o185770                        0.00000542     
56424    o175423                        0.00000542     
56425    o157274                        0.00000542     
56426    o175417                        0.00000542     
56427    o159866                        0.00000542     
56428    o15206                         0.00000542     
56429    o172818                        0.00000542     
56430    o176735                        0.00000542     
56431    o162467                        0.00000542     
56432    o131779                        0.00000542     
56433    o147767                        0.00000542     
56434    o113518                        0.00000542     
56435    o39957                         0.00000542     
56436    o159864                        0.00000542     
56437    o177473                        0.00000542     
56438    o157280                        0.00000542     
56439    o119613                        0.00000542     
56440    o193548                        0.00000542     
56441    o103426                        0.00000542     
56442    o162455                        0.00000542     
56443    o22769                         0.00000542     
56444    o162459                        0.00000542     
56445    o154963                        0.00000542     
56446    o24182                         0.00000542     
56447    o170239                        0.00000542     
56448    o13119                         0.00000542     
56449    o196146                        0.00000542     
56450    o69916                         0.00000542     
56451    o69917                         0.00000542     
56452    o165073                        0.00000542     
56453    o70549                         0.00000542     
56454    o41342                         0.00000542     
56455    o8964                          0.00000542     
56456    o178007                        0.00000542     
56457    o93912                         0.00000542     
56458    o196144                        0.00000542     
56459    o135151                        0.00000542     
56460    o64159                         0.00000542     
56461    o48930                         0.00000542     
56462    o95820                         0.00000542     
56463    o26412                         0.00000542     
56464    o43451                         0.00000542     
56465    o170229                        0.00000542     
56466    o127471                        0.00000542     
56467    o69913                         0.00000542     
56468    o207182                        0.00000542     
56469    o196142                        0.00000542     
56470    o76839                         0.00000542     
56471    o156746                        0.00000542     
56472    o26076                         0.00000542     
56473    o190968                        0.00000542     
56474    o60157                         0.00000542     
56475    o159861                        0.00000542     
56476    o101513                        0.00000542     
56477    o162457                        0.00000542     
56478    o162461                        0.00000542     
56479    o101340                        0.00000542     
56480    o151971                        0.00000542     
56481    o206966                        0.00000542     
56482    o21438                         0.00000542     
56483    o172817                        0.00000542     
56484    o183190                        0.00000542     
56485    o73094                         0.00000542     
56486    o159338                        0.00000542     
56487    o142549                        0.00000542     
56488    o175436                        0.00000542     
56489    o56407                         0.00000542     
56490    o165046                        0.00000542     
56491    o52347                         0.00000542     
56492    o159874                        0.00000542     
56493    o170233                        0.00000542     
56494    o162463                        0.00000542     
56495    o56599                         0.00000542     
56496    o36453                         0.00000542     
56497    o201984                        0.00000542     
56498    o88989                         0.00000542     
56499    o172846                        0.00000542     
56500    o95648                         0.00000542     
56501    o162465                        0.00000542     
56502    o171502                        0.00000542     
56503    o165059                        0.00000542     
56504    o69274                         0.00000542     
56505    o175420                        0.00000542     
56506    o175418                        0.00000542     
56507    o157284                        0.00000542     
56508    o167647                        0.00000542     
56509    o55987                         0.00000542     
56510    o27106                         0.00000542     
56511    o56486                         0.00000542     
56512    o183210                        0.00000542     
56513    o175411                        0.00000542     
56514    o168911                        0.00000542     
56515    o188391                        0.00000542     
56516    o21437                         0.00000542     
56517    o135149                        0.00000542     
56518    o167632                        0.00000542     
56519    o130568                        0.00000542     
56520    o25754                         0.00000542     
56521    o6860                          0.00000542     
56522    o103169                        0.00000542     
56523    o167634                        0.00000542     
56524    o5275                          0.00000542     
56525    o178001                        0.00000542     
56526    o95647                         0.00000542     
56527    o134205                        0.00000542     
56528    o127473                        0.00000542     
56529    o202060                        0.00000542     
56530    o175434                        0.00000542     
56531    o183184                        0.00000542     
56532    o131973                        0.00000542     
56533    o97231                         0.00000542     
56534    o56853                         0.00000542     
56535    o165072                        0.00000542     
56536    o108881                        0.00000542     
56537    o6866                          0.00000542     
56538    o8047                          0.00000542     
56539    o167663                        0.00000542     
56540    o19454                         0.00000542     
56541    o193543                        0.00000542     
56542    o206262                        0.00000542     
56543    o178002                        0.00000542     
56544    o178010                        0.00000542     
56545    o173958                        0.00000542     
56546    o101607                        0.00000542     
56547    o202320                        0.00000542     
56548    o26066                         0.00000542     
56549    o170235                        0.00000542     
56550    o193558                        0.00000542     
56551    o54657                         0.00000542     
56552    o17748                         0.00000542     
56553    o136050                        0.00000542     
56554    o14791                         0.00000542     
56555    o183188                        0.00000542     
56556    o9742                          0.00000542     
56557    o159872                        0.00000542     
56558    o103573                        0.00000542     
56559    o162480                        0.00000542     
56560    o185800                        0.00000542     
56561    o131977                        0.00000542     
56562    o211358                        0.00000542     
56563    o125704                        0.00000542     
56564    o11921                         0.00000542     
56565    o157282                        0.00000542     
56566    o193572                        0.00000542     
56567    o134228                        0.00000542     
56568    o15570                         0.00000542     
56569    o38787                         0.00000542     
56570    o36872                         0.00000542     
56571    o55860                         0.00000542     
56572    o15873                         0.00000542     
56573    o165051                        0.00000542     
56574    o144192                        0.00000542     
56575    o162450                        0.00000542     
56576    o123823                        0.00000542     
56577    o10044                         0.00000542     
56578    o175415                        0.00000542     
56579    o196150                        0.00000542     
56580    o206156                        0.00000542     
56581    o97234                         0.00000542     
56582    o3076                          0.00000542     
56583    o164844                        0.00000542     
56584    o167644                        0.00000542     
56585    o90937                         0.00000542     
56586    o152584                        0.00000542     
56587    o13874                         0.00000542     
56588    o101615                        0.00000542     
56589    o40639                         0.00000542     
56590    o26671                         0.00000542     
56591    o165070                        0.00000542     
56592    o56112                         0.00000542     
56593    o190957                        0.00000542     
56594    o21434                         0.00000542     
56595    o193556                        0.00000542     
56596    o33533                         0.00000542     
56597    o146387                        0.00000541     
56598    o146386                        0.00000541     
56599    o146385                        0.00000541     
56600    o146384                        0.00000541     
56601    o202065                        0.00000541     
56602    o113517                        0.00000541     
56603    o201850                        0.00000541     
56604    o185784                        0.00000541     
56605    o55991                         0.00000541     
56606    o16937                         0.00000541     
56607    o58639                         0.00000541     
56608    o196151                        0.00000541     
56609    o42748                         0.00000541     
56610    o8314                          0.00000541     
56611    o109554                        0.00000541     
56612    o90480                         0.00000541     
56613    o4212                          0.00000541     
56614    o67062                         0.00000541     
56615    o185769                        0.00000541     
56616    o159870                        0.00000541     
56617    o185780                        0.00000541     
56618    o56076                         0.00000541     
56619    o170255                        0.00000541     
56620    o190952                        0.00000541     
56621    o103570                        0.00000541     
56622    o204002                        0.00000541     
56623    o3906                          0.00000541     
56624    o185777                        0.00000541     
56625    o172844                        0.00000541     
56626    o201570                        0.00000541     
56627    o20492                         0.00000541     
56628    o193552                        0.00000541     
56629    o99372                         0.00000541     
56630    o175421                        0.00000541     
56631    o55564                         0.00000541     
56632    o72149                         0.00000541     
56633    o120594                        0.00000541     
56634    o28870                         0.00000541     
56635    o6506                          0.00000541     
56636    o165045                        0.00000541     
56637    o165049                        0.00000541     
56638    o21442                         0.00000541     
56639    o30886                         0.00000541     
56640    o193345                        0.00000541     
56641    o172815                        0.00000541     
56642    o182657                        0.00000541     
56643    o19111                         0.00000541     
56644    o36876                         0.00000541     
56645    o130579                        0.00000541     
56646    o88197                         0.00000541     
56647    o11110                         0.00000541     
56648    o149592                        0.00000541     
56649    o147908                        0.00000541     
56650    o109571                        0.00000541     
56651    o33544                         0.00000541     
56652    o157278                        0.00000541     
56653    o178004                        0.00000541     
56654    o8772                          0.00000541     
56655    o172830                        0.00000541     
56656    o55974                         0.00000541     
56657    o188371                        0.00000541     
56658    o152576                        0.00000541     
56659    o117904                        0.00000541     
56660    o52135                         0.00000541     
56661    o152568                        0.00000541     
56662    o179123                        0.00000541     
56663    o178026                        0.00000541     
56664    o167664                        0.00000541     
56665    o37025                         0.00000541     
56666    o160472                        0.00000541     
56667    o180595                        0.00000541     
56668    o196147                        0.00000541     
56669    o159875                        0.00000541     
56670    o193550                        0.00000541     
56671    o57694                         0.00000541     
56672    o135150                        0.00000541     
56673    o15580                         0.00000541     
56674    o140147                        0.00000541     
56675    o190955                        0.00000541     
56676    o45959                         0.00000541     
56677    o47322                         0.00000541     
56678    o162456                        0.00000541     
56679    o93573                         0.00000541     
56680    o162254                        0.00000541     
56681    o162479                        0.00000541     
56682    o54451                         0.00000541     
56683    o180597                        0.00000541     
56684    o183208                        0.00000541     
56685    o68703                         0.00000541     
56686    o162469                        0.00000541     
56687    o204435                        0.00000541     
56688    o159891                        0.00000541     
56689    o135148                        0.00000541     
56690    o26069                         0.00000541     
56691    o162458                        0.00000541     
56692    o170237                        0.00000541     
56693    o159863                        0.00000541     
56694    o31044                         0.00000541     
56695    o19462                         0.00000541     
56696    o183192                        0.00000541     
56697    o68641                         0.00000541     
56698    o68401                         0.00000541     
56699    o1634                          0.00000541     
56700    o202905                        0.00000541     
56701    o202869                        0.00000541     
56702    o202901                        0.00000541     
56703    o204245                        0.00000541     
56704    o204250                        0.00000541     
56705    o202889                        0.00000541     
56706    o202923                        0.00000541     
56707    o188392                        0.00000541     
56708    o148646                        0.00000541     
56709    o162481                        0.00000541     
56710    o88196                         0.00000541     
56711    o74173                         0.00000541     
56712    o74172                         0.00000541     
56713    o68656                         0.00000541     
56714    o161928                        0.00000541     
56715    o182981                        0.00000541     
56716    o64364                         0.00000541     
56717    o188164                        0.00000541     
56718    o52211                         0.00000541     
56719    o94931                         0.00000541     
56720    o56200                         0.00000541     
56721    o56673                         0.00000541     
56722    o19289                         0.00000541     
56723    o114002                        0.00000541     
56724    o165055                        0.00000541     
56725    o190983                        0.00000541     
56726    o56199                         0.00000541     
56727    o162460                        0.00000541     
56728    o87481                         0.00000541     
56729    o118451                        0.00000541     
56730    o205393                        0.00000541     
56731    o196141                        0.00000541     
56732    o143665                        0.00000541     
56733    o67012                         0.00000541     
56734    o67013                         0.00000541     
56735    o7263                          0.00000541     
56736    o137963                        0.00000541     
56737    o21300                         0.00000541     
56738    o123553                        0.00000541     
56739    o103423                        0.00000541     
56740    o103576                        0.00000541     
56741    o119705                        0.00000541     
56742    o181729                        0.00000541     
56743    o56280                         0.00000541     
56744    o154962                        0.00000541     
56745    o149576                        0.00000541     
56746    o17288                         0.00000541     
56747    o152560                        0.00000541     
56748    o167662                        0.00000541     
56749    o147961                        0.00000541     
56750    o185787                        0.00000541     
56751    o175437                        0.00000541     
56752    o165053                        0.00000541     
56753    o178006                        0.00000541     
56754    o196149                        0.00000541     
56755    o196143                        0.00000541     
56756    o143775                        0.00000541     
56757    o120697                        0.00000541     
56758    o147181                        0.00000541     
56759    o134703                        0.00000541     
56760    o132699                        0.00000541     
56761    o95650                         0.00000541     
56762    o83088                         0.00000540     
56763    o27500                         0.00000540     
56764    o113975                        0.00000540     
56765    o151970                        0.00000540     
56766    o103422                        0.00000540     
56767    o15175                         0.00000540     
56768    o59948                         0.00000540     
56769    o170253                        0.00000540     
56770    o167633                        0.00000540     
56771    o49212                         0.00000540     
56772    o58717                         0.00000540     
56773    o180587                        0.00000540     
56774    o201670                        0.00000540     
56775    o204413                        0.00000540     
56776    o2477                          0.00000540     
56777    o159337                        0.00000540     
56778    o132661                        0.00000540     
56779    o210747                        0.00000540     
56780    o132193                        0.00000540     
56781    o57042                         0.00000540     
56782    o150779                        0.00000540     
56783    o101325                        0.00000540     
56784    o63825                         0.00000540     
56785    o144068                        0.00000540     
56786    o183194                        0.00000540     
56787    o203869                        0.00000540     
56788    o55855                         0.00000540     
56789    o172824                        0.00000540     
56790    o148180                        0.00000540     
56791    o116132                        0.00000540     
56792    o25071                         0.00000540     
56793    o154942                        0.00000540     
56794    o145927                        0.00000540     
56795    o149584                        0.00000540     
56796    o14532                         0.00000540     
56797    o180616                        0.00000540     
56798    o5131                          0.00000540     
56799    o180618                        0.00000540     
56800    o165042                        0.00000540     
56801    o33541                         0.00000540     
56802    o103566                        0.00000540     
56803    o101617                        0.00000540     
56804    o101609                        0.00000540     
56805    o151950                        0.00000540     
56806    o33332                         0.00000540     
56807    o149414                        0.00000540     
56808    o121528                        0.00000540     
56809    o64360                         0.00000540     
56810    o137490                        0.00000540     
56811    o94837                         0.00000540     
56812    o101317                        0.00000540     
56813    o18928                         0.00000540     
56814    o193554                        0.00000540     
56815    o19428                         0.00000540     
56816    o110029                        0.00000540     
56817    o42045                         0.00000540     
56818    o56940                         0.00000540     
56819    o159869                        0.00000540     
56820    o146587                        0.00000540     
56821    o93289                         0.00000540     
56822    o82858                         0.00000540     
56823    o39936                         0.00000540     
56824    o13201                         0.00000540     
56825    o67014                         0.00000540     
56826    o143819                        0.00000540     
56827    o97232                         0.00000540     
56828    o112917                        0.00000540     
56829    o188390                        0.00000540     
56830    o159871                        0.00000540     
56831    o70545                         0.00000540     
56832    o196134                        0.00000540     
56833    o107938                        0.00000540     
56834    o159873                        0.00000540     
56835    o184320                        0.00000540     
56836    o68668                         0.00000540     
56837    o113546                        0.00000540     
56838    o159889                        0.00000540     
56839    o150846                        0.00000540     
56840    o64404                         0.00000540     
56841    o52284                         0.00000540     
56842    o184512                        0.00000540     
56843    o47807                         0.00000540     
56844    o57126                         0.00000540     
56845    o162451                        0.00000540     
56846    o28726                         0.00000540     
56847    o139612                        0.00000540     
56848    o159865                        0.00000540     
56849    o167112                        0.00000540     
56850    o16793                         0.00000540     
56851    o8328                          0.00000540     
56852    o10966                         0.00000540     
56853    o73080                         0.00000540     
56854    o119440                        0.00000540     
56855    o130573                        0.00000540     
56856    o100825                        0.00000540     
56857    o84445                         0.00000540     
56858    o101605                        0.00000540     
56859    o148151                        0.00000540     
56860    o95649                         0.00000540     
56861    o121187                        0.00000540     
56862    o92196                         0.00000540     
56863    o149568                        0.00000540     
56864    o131976                        0.00000540     
56865    o51471                         0.00000540     
56866    o49972                         0.00000540     
56867    o106525                        0.00000540     
56868    o162859                        0.00000540     
56869    o172291                        0.00000540     
56870    o87928                         0.00000540     
56871    o88198                         0.00000540     
56872    o67119                         0.00000540     
56873    o106806                        0.00000540     
56874    o150759                        0.00000540     
56875    o73087                         0.00000540     
56876    o61148                         0.00000540     
56877    o109600                        0.00000540     
56878    o192359                        0.00000540     
56879    o175435                        0.00000540     
56880    o175406                        0.00000540     
56881    o175419                        0.00000540     
56882    o207692                        0.00000540     
56883    o157071                        0.00000540     
56884    o63244                         0.00000540     
56885    o63280                         0.00000540     
56886    o23281                         0.00000540     
56887    o78093                         0.00000540     
56888    o47808                         0.00000540     
56889    o129708                        0.00000540     
56890    o202970                        0.00000540     
56891    o197462                        0.00000540     
56892    o64061                         0.00000540     
56893    o19643                         0.00000540     
56894    o64190                         0.00000540     
56895    o177799                        0.00000540     
56896    o93290                         0.00000539     
56897    o80942                         0.00000539     
56898    o97227                         0.00000539     
56899    o165071                        0.00000539     
56900    o76319                         0.00000539     
56901    o5012                          0.00000539     
56902    o2254                          0.00000539     
56903    o150801                        0.00000539     
56904    o101375                        0.00000539     
56905    o178008                        0.00000539     
56906    o162462                        0.00000539     
56907    o167638                        0.00000539     
56908    o196145                        0.00000539     
56909    o68259                         0.00000539     
56910    o11446                         0.00000539     
56911    o154972                        0.00000539     
56912    o85013                         0.00000539     
56913    o162253                        0.00000539     
56914    o79192                         0.00000539     
56915    o70567                         0.00000539     
56916    o167642                        0.00000539     
56917    o19035                         0.00000539     
56918    o53212                         0.00000539     
56919    o28607                         0.00000539     
56920    o25849                         0.00000539     
56921    o162466                        0.00000539     
56922    o19540                         0.00000539     
56923    o138304                        0.00000539     
56924    o50388                         0.00000539     
56925    o112202                        0.00000539     
56926    o10486                         0.00000539     
56927    o21297                         0.00000539     
56928    o6540                          0.00000539     
56929    o17273                         0.00000539     
56930    o117779                        0.00000539     
56931    o109259                        0.00000539     
56932    o68363                         0.00000539     
56933    o50099                         0.00000539     
56934    o144290                        0.00000539     
56935    o100956                        0.00000539     
56936    o151980                        0.00000539     
56937    o29204                         0.00000539     
56938    o47797                         0.00000539     
56939    o70592                         0.00000539     
56940    o118560                        0.00000539     
56941    o64077                         0.00000539     
56942    o73485                         0.00000539     
56943    o30940                         0.00000539     
56944    o67023                         0.00000539     
56945    o67024                         0.00000539     
56946    o16674                         0.00000539     
56947    o13969                         0.00000539     
56948    o175208                        0.00000539     
56949    o59072                         0.00000539     
56950    o10847                         0.00000539     
56951    o8142                          0.00000539     
56952    o140132                        0.00000539     
56953    o37155                         0.00000539     
56954    o126600                        0.00000539     
56955    o109558                        0.00000539     
56956    o159662                        0.00000539     
56957    o153771                        0.00000539     
56958    o134906                        0.00000539     
56959    o88195                         0.00000539     
56960    o174884                        0.00000539     
56961    o134997                        0.00000539     
56962    o14177                         0.00000539     
56963    o27966                         0.00000539     
56964    o74705                         0.00000539     
56965    o102852                        0.00000539     
56966    o128055                        0.00000539     
56967    o108971                        0.00000539     
56968    o137362                        0.00000539     
56969    o110145                        0.00000539     
56970    o37026                         0.00000539     
56971    o117453                        0.00000539     
56972    o55713                         0.00000539     
56973    o210748                        0.00000539     
56974    o136071                        0.00000539     
56975    o88068                         0.00000539     
56976    o101616                        0.00000539     
56977    o101608                        0.00000539     
56978    o180619                        0.00000539     
56979    o162464                        0.00000539     
56980    o140441                        0.00000539     
56981    o202533                        0.00000539     
56982    o14565                         0.00000539     
56983    o127390                        0.00000539     
56984    o38789                         0.00000539     
56985    o130577                        0.00000539     
56986    o170026                        0.00000539     
56987    o54515                         0.00000539     
56988    o153838                        0.00000539     
56989    o51736                         0.00000539     
56990    o3353                          0.00000539     
56991    o74403                         0.00000539     
56992    o84842                         0.00000539     
56993    o44643                         0.00000539     
56994    o31697                         0.00000539     
56995    o67010                         0.00000539     
56996    o150685                        0.00000539     
56997    o13277                         0.00000539     
56998    o63819                         0.00000539     
56999    o146567                        0.00000539     
57000    o81870                         0.00000539     
57001    o30438                         0.00000539     
57002    o103418                        0.00000539     
57003    o117314                        0.00000539     
57004    o79163                         0.00000539     
57005    o28966                         0.00000539     
57006    o201354                        0.00000539     
57007    o101191                        0.00000539     
57008    o17035                         0.00000539     
57009    o143068                        0.00000539     
57010    o139700                        0.00000539     
57011    o88663                         0.00000539     
57012    o26196                         0.00000539     
57013    o5373                          0.00000539     
57014    o8489                          0.00000539     
57015    o23672                         0.00000539     
57016    o11208                         0.00000539     
57017    o23252                         0.00000539     
57018    o185799                        0.00000539     
57019    o68433                         0.00000539     
57020    o87809                         0.00000539     
57021    o147963                        0.00000539     
57022    o97409                         0.00000539     
57023    o107337                        0.00000539     
57024    o55716                         0.00000539     
57025    o58477                         0.00000539     
57026    o78172                         0.00000539     
57027    o147965                        0.00000539     
57028    o135972                        0.00000539     
57029    o92444                         0.00000539     
57030    o55731                         0.00000539     
57031    o55728                         0.00000539     
57032    o206612                        0.00000539     
57033    o119449                        0.00000538     
57034    o171631                        0.00000538     
57035    o21304                         0.00000538     
57036    o95619                         0.00000538     
57037    o53177                         0.00000538     
57038    o10207                         0.00000538     
57039    o134098                        0.00000538     
57040    o122898                        0.00000538     
57041    o151387                        0.00000538     
57042    o47889                         0.00000538     
57043    o59073                         0.00000538     
57044    o37370                         0.00000538     
57045    o119199                        0.00000538     
57046    o4372                          0.00000538     
57047    o47575                         0.00000538     
57048    o48980                         0.00000538     
57049    o180391                        0.00000538     
57050    o192357                        0.00000538     
57051    o140666                        0.00000538     
57052    o140013                        0.00000538     
57053    o76089                         0.00000538     
57054    o153751                        0.00000538     
57055    o87088                         0.00000538     
57056    o56851                         0.00000538     
57057    o206983                        0.00000538     
57058    o206984                        0.00000538     
57059    o143954                        0.00000538     
57060    o37041                         0.00000538     
57061    o118798                        0.00000538     
57062    o172293                        0.00000538     
57063    o93293                         0.00000538     
57064    o55525                         0.00000538     
57065    o47898                         0.00000538     
57066    o54183                         0.00000538     
57067    o56840                         0.00000538     
57068    o16033                         0.00000538     
57069    o112827                        0.00000538     
57070    o64337                         0.00000538     
57071    o60247                         0.00000538     
57072    o130598                        0.00000538     
57073    o137491                        0.00000538     
57074    o67916                         0.00000538     
57075    o83647                         0.00000538     
57076    o109473                        0.00000538     
57077    o119250                        0.00000538     
57078    o116518                        0.00000538     
57079    o95651                         0.00000538     
57080    o54586                         0.00000538     
57081    o148520                        0.00000538     
57082    o147962                        0.00000538     
57083    o120733                        0.00000538     
57084    o76330                         0.00000538     
57085    o59881                         0.00000538     
57086    o87562                         0.00000538     
57087    o211208                        0.00000538     
57088    o82016                         0.00000538     
57089    o120698                        0.00000538     
57090    o211100                        0.00000538     
57091    o30920                         0.00000538     
57092    o120712                        0.00000538     
57093    o87483                         0.00000538     
57094    o68720                         0.00000538     
57095    o38197                         0.00000538     
57096    o116248                        0.00000538     
57097    o137474                        0.00000538     
57098    o34619                         0.00000538     
57099    o74699                         0.00000538     
57100    o106151                        0.00000538     
57101    o115325                        0.00000538     
57102    o137493                        0.00000538     
57103    o100774                        0.00000538     
57104    o7450                          0.00000538     
57105    o150684                        0.00000538     
57106    o137376                        0.00000538     
57107    o91380                         0.00000538     
57108    o69830                         0.00000538     
57109    o7267                          0.00000538     
57110    o118833                        0.00000538     
57111    o59747                         0.00000538     
57112    o124801                        0.00000538     
57113    o176542                        0.00000538     
57114    o56177                         0.00000538     
57115    o85047                         0.00000538     
57116    o60620                         0.00000538     
57117    o180617                        0.00000538     
57118    o136221                        0.00000538     
57119    o25065                         0.00000538     
57120    o95244                         0.00000538     
57121    o131822                        0.00000538     
57122    o122094                        0.00000538     
57123    o167111                        0.00000538     
57124    o125267                        0.00000538     
57125    o190430                        0.00000538     
57126    o55848                         0.00000538     
57127    o14285                         0.00000538     
57128    o150786                        0.00000538     
57129    o43089                         0.00000538     
57130    o87732                         0.00000538     
57131    o68404                         0.00000538     
57132    o37027                         0.00000538     
57133    o57118                         0.00000538     
57134    o105094                        0.00000538     
57135    o69193                         0.00000538     
57136    o131215                        0.00000538     
57137    o9347                          0.00000538     
57138    o134168                        0.00000538     
57139    o202106                        0.00000538     
57140    o131971                        0.00000538     
57141    o101772                        0.00000538     
57142    o103189                        0.00000538     
57143    o154379                        0.00000538     
57144    o68687                         0.00000538     
57145    o89633                         0.00000538     
57146    o131156                        0.00000538     
57147    o115570                        0.00000538     
57148    o163592                        0.00000538     
57149    o125304                        0.00000538     
57150    o100777                        0.00000538     
57151    o135609                        0.00000538     
57152    o172617                        0.00000538     
57153    o17565                         0.00000538     
57154    o117334                        0.00000538     
57155    o131495                        0.00000538     
57156    o105655                        0.00000537     
57157    o137829                        0.00000537     
57158    o143781                        0.00000537     
57159    o134107                        0.00000537     
57160    o53402                         0.00000537     
57161    o25066                         0.00000537     
57162    o103565                        0.00000537     
57163    o23670                         0.00000537     
57164    o59970                         0.00000537     
57165    o141082                        0.00000537     
57166    o118238                        0.00000537     
57167    o24256                         0.00000537     
57168    o206701                        0.00000537     
57169    o2601                          0.00000537     
57170    o120713                        0.00000537     
57171    o120714                        0.00000537     
57172    o109572                        0.00000537     
57173    o91332                         0.00000537     
57174    o2818                          0.00000537     
57175    o74291                         0.00000537     
57176    o131193                        0.00000537     
57177    o98649                         0.00000537     
57178    o103569                        0.00000537     
57179    o129866                        0.00000537     
57180    o55990                         0.00000537     
57181    o100574                        0.00000537     
