PageRank Results for MACROS in bigblue1
======================================================================
Total macros: 560
Area threshold: 1000
Damping factor: 0.85
======================================================================

Rank     Macro                          PageRank        Width      Height     Area        
511      o277630                        0.00146667      432.0      72.0       31104.0     
512      o277888                        0.00146667      432.0      72.0       31104.0     
513      o278078                        0.00146667      432.0      72.0       31104.0     
514      o278026                        0.00146667      72.0       432.0      31104.0     
515      o277994                        0.00146667      72.0       432.0      31104.0     
516      o278011                        0.00146667      72.0       432.0      31104.0     
517      o278089                        0.00146667      432.0      72.0       31104.0     
518      o277959                        0.00146667      432.0      72.0       31104.0     
519      o278013                        0.00146667      432.0      72.0       31104.0     
520      o278124                        0.00146667      432.0      72.0       31104.0     
521      o278117                        0.00146667      432.0      72.0       31104.0     
522      o277989                        0.00146667      72.0       432.0      31104.0     
523      o277906                        0.00146667      72.0       432.0      31104.0     
524      o277953                        0.00146667      72.0       432.0      31104.0     
525      o278087                        0.00146667      432.0      72.0       31104.0     
526      o277721                        0.00146667      72.0       432.0      31104.0     
527      o278119                        0.00146667      432.0      72.0       31104.0     
528      o277654                        0.00146667      72.0       432.0      31104.0     
529      o277688                        0.00146667      72.0       432.0      31104.0     
530      o277836                        0.00146667      432.0      72.0       31104.0     
531      o277638                        0.00146667      72.0       432.0      31104.0     
532      o277710                        0.00146667      72.0       432.0      31104.0     
533      o277996                        0.00146667      72.0       432.0      31104.0     
534      o277926                        0.00146667      72.0       432.0      31104.0     
535      o278025                        0.00146667      72.0       432.0      31104.0     
536      o277863                        0.00146667      432.0      72.0       31104.0     
537      o277909                        0.00146667      72.0       432.0      31104.0     
538      o278092                        0.00146667      432.0      72.0       31104.0     
539      o278116                        0.00146667      432.0      72.0       31104.0     
540      o277739                        0.00146667      432.0      72.0       31104.0     
541      o277664                        0.00146667      432.0      72.0       31104.0     
542      o278030                        0.00146667      72.0       432.0      31104.0     
543      o277948                        0.00146667      72.0       432.0      31104.0     
544      o277998                        0.00146667      72.0       432.0      31104.0     
545      o277983                        0.00146667      432.0      72.0       31104.0     
546      o277732                        0.00146667      72.0       432.0      31104.0     
547      o278163                        0.00146426      2304.0     24.0       55296.0     
548      o277621                        0.00146426      432.0      72.0       31104.0     
549      o277605                        0.00146426      72.0       432.0      31104.0     
550      o277614                        0.00146426      432.0      72.0       31104.0     
551      o277604                        0.00146426      72.0       432.0      31104.0     
552      o277606                        0.00146426      72.0       432.0      31104.0     
553      o277620                        0.00146426      432.0      72.0       31104.0     
554      o277607                        0.00146426      72.0       432.0      31104.0     
555      o277617                        0.00146426      432.0      72.0       31104.0     
556      o277618                        0.00146426      72.0       432.0      31104.0     
557      o277615                        0.00146426      72.0       432.0      31104.0     
558      o277613                        0.00146426      432.0      72.0       31104.0     
559      o277622                        0.00146426      432.0      72.0       31104.0     
560      o277619                        0.00146426      72.0       432.0      31104.0     
