PageRank Results for bigblue1
============================================================
Total components: 278164
Damping factor: 0.85
============================================================

Rank     Component                      PageRank Score 
38252    o73204                         0.00000629     
38253    o63621                         0.00000629     
38254    o51393                         0.00000629     
38255    o198631                        0.00000629     
38256    o192646                        0.00000629     
38257    o124801                        0.00000629     
38258    o258020                        0.00000629     
38259    o145189                        0.00000629     
38260    o209146                        0.00000628     
38261    o13890                         0.00000628     
38262    o168107                        0.00000628     
38263    o188458                        0.00000628     
38264    o57968                         0.00000628     
38265    o26017                         0.00000628     
38266    o128359                        0.00000628     
38267    o47952                         0.00000628     
38268    o96271                         0.00000628     
38269    o143374                        0.00000628     
38270    o168333                        0.00000628     
38271    o188521                        0.00000628     
38272    o152255                        0.00000628     
38273    o96445                         0.00000628     
38274    o104303                        0.00000628     
38275    o45181                         0.00000628     
38276    o61226                         0.00000628     
38277    o78148                         0.00000628     
38278    o202399                        0.00000628     
38279    o147141                        0.00000628     
38280    o202693                        0.00000628     
38281    o88638                         0.00000628     
38282    o132827                        0.00000628     
38283    o70522                         0.00000628     
38284    o70563                         0.00000628     
38285    o70571                         0.00000628     
38286    o70574                         0.00000628     
38287    o70580                         0.00000628     
38288    o209143                        0.00000628     
38289    o256094                        0.00000628     
38290    o202213                        0.00000628     
38291    o41544                         0.00000628     
38292    o12978                         0.00000628     
38293    o153830                        0.00000628     
38294    o218386                        0.00000628     
38295    o268293                        0.00000628     
38296    o241779                        0.00000628     
38297    o36235                         0.00000628     
38298    o243089                        0.00000628     
38299    o61222                         0.00000628     
38300    o264224                        0.00000628     
38301    o176474                        0.00000628     
38302    o161985                        0.00000628     
38303    o42138                         0.00000628     
38304    o80192                         0.00000628     
38305    o246931                        0.00000628     
38306    o26029                         0.00000628     
38307    o58492                         0.00000628     
38308    o219589                        0.00000628     
38309    o165060                        0.00000628     
38310    o184585                        0.00000628     
38311    o77568                         0.00000628     
38312    o12200                         0.00000628     
38313    o70535                         0.00000628     
38314    o61152                         0.00000628     
38315    o79503                         0.00000628     
38316    o134897                        0.00000628     
38317    o138448                        0.00000628     
38318    o72783                         0.00000628     
38319    o32094                         0.00000628     
38320    o9510                          0.00000628     
38321    o148598                        0.00000628     
38322    o45296                         0.00000628     
38323    o178132                        0.00000628     
38324    o271358                        0.00000628     
38325    o249076                        0.00000628     
38326    o264237                        0.00000628     
38327    o85543                         0.00000628     
38328    o156701                        0.00000628     
38329    o160739                        0.00000628     
38330    o18414                         0.00000628     
38331    o128147                        0.00000628     
38332    o152584                        0.00000628     
38333    o152622                        0.00000628     
38334    o136936                        0.00000628     
38335    o141667                        0.00000628     
38336    o219584                        0.00000628     
38337    o45312                         0.00000628     
38338    o130123                        0.00000628     
38339    o173925                        0.00000628     
38340    o267108                        0.00000628     
38341    o78999                         0.00000628     
38342    o125507                        0.00000628     
38343    o139021                        0.00000628     
38344    o145759                        0.00000628     
38345    o159280                        0.00000628     
38346    o174226                        0.00000628     
38347    o211884                        0.00000628     
38348    o34571                         0.00000628     
38349    o40865                         0.00000628     
38350    o40850                         0.00000628     
38351    o40853                         0.00000628     
38352    o40862                         0.00000628     
38353    o40847                         0.00000628     
38354    o40874                         0.00000628     
38355    o61145                         0.00000628     
38356    o74197                         0.00000628     
38357    o21946                         0.00000628     
38358    o263348                        0.00000628     
38359    o138914                        0.00000628     
38360    o52289                         0.00000628     
38361    o52593                         0.00000627     
38362    o131682                        0.00000627     
38363    o18138                         0.00000627     
38364    o170911                        0.00000627     
38365    o197457                        0.00000627     
38366    o63604                         0.00000627     
38367    o162087                        0.00000627     
38368    o198235                        0.00000627     
38369    o162771                        0.00000627     
38370    o79708                         0.00000627     
38371    o74578                         0.00000627     
38372    o88445                         0.00000627     
38373    o236906                        0.00000627     
38374    o8977                          0.00000627     
38375    o11688                         0.00000627     
38376    o243337                        0.00000627     
38377    o91374                         0.00000627     
38378    o84390                         0.00000627     
38379    o162159                        0.00000627     
38380    o50840                         0.00000627     
38381    o63698                         0.00000627     
38382    o10836                         0.00000627     
38383    o104874                        0.00000627     
38384    o159432                        0.00000627     
38385    o170118                        0.00000627     
38386    o42764                         0.00000627     
38387    o173979                        0.00000627     
38388    o78598                         0.00000627     
38389    o176172                        0.00000627     
38390    o185559                        0.00000627     
38391    o108422                        0.00000627     
38392    o29882                         0.00000627     
38393    o43150                         0.00000627     
38394    o231998                        0.00000627     
38395    o161113                        0.00000627     
38396    o176247                        0.00000627     
38397    o138978                        0.00000627     
38398    o38153                         0.00000627     
38399    o11392                         0.00000627     
38400    o232013                        0.00000627     
38401    o211330                        0.00000627     
38402    o9088                          0.00000627     
38403    o218463                        0.00000627     
38404    o243179                        0.00000627     
38405    o224603                        0.00000627     
38406    o76                            0.00000627     
38407    o204599                        0.00000627     
38408    o61218                         0.00000627     
38409    o91471                         0.00000627     
38410    o31983                         0.00000627     
38411    o45300                         0.00000627     
38412    o81750                         0.00000627     
38413    o57850                         0.00000627     
38414    o84898                         0.00000627     
38415    o88172                         0.00000627     
38416    o91461                         0.00000627     
38417    o94751                         0.00000627     
38418    o45304                         0.00000627     
38419    o42666                         0.00000627     
38420    o150593                        0.00000627     
38421    o58109                         0.00000627     
38422    o88823                         0.00000627     
38423    o33794                         0.00000627     
38424    o125470                        0.00000627     
38425    o135678                        0.00000627     
38426    o236997                        0.00000627     
38427    o17774                         0.00000627     
38428    o8501                          0.00000627     
38429    o59464                         0.00000627     
38430    o89777                         0.00000627     
38431    o53270                         0.00000627     
38432    o61153                         0.00000627     
38433    o35269                         0.00000627     
38434    o21610                         0.00000627     
38435    o82625                         0.00000627     
38436    o230794                        0.00000627     
38437    o169104                        0.00000627     
38438    o150489                        0.00000627     
38439    o168855                        0.00000627     
38440    o131096                        0.00000627     
38441    o137358                        0.00000627     
38442    o80132                         0.00000627     
38443    o262923                        0.00000627     
38444    o22741                         0.00000627     
38445    o194602                        0.00000627     
38446    o16436                         0.00000627     
38447    o263958                        0.00000627     
38448    o113510                        0.00000627     
38449    o61149                         0.00000627     
38450    o101509                        0.00000627     
38451    o76297                         0.00000627     
38452    o82794                         0.00000627     
38453    o232008                        0.00000627     
38454    o72767                         0.00000627     
38455    o63694                         0.00000627     
38456    o13742                         0.00000627     
38457    o200781                        0.00000627     
38458    o77864                         0.00000627     
38459    o62968                         0.00000627     
38460    o146941                        0.00000627     
38461    o232003                        0.00000627     
38462    o125984                        0.00000627     
38463    o182245                        0.00000627     
38464    o56191                         0.00000627     
38465    o170298                        0.00000626     
38466    o211720                        0.00000626     
38467    o206135                        0.00000626     
38468    o42620                         0.00000626     
38469    o159990                        0.00000626     
38470    o157012                        0.00000626     
38471    o130140                        0.00000626     
38472    o194530                        0.00000626     
38473    o89230                         0.00000626     
38474    o160965                        0.00000626     
38475    o232018                        0.00000626     
38476    o178358                        0.00000626     
38477    o174605                        0.00000626     
38478    o264536                        0.00000626     
38479    o22760                         0.00000626     
38480    o265786                        0.00000626     
38481    o126388                        0.00000626     
38482    o126390                        0.00000626     
38483    o133146                        0.00000626     
38484    o133148                        0.00000626     
38485    o139922                        0.00000626     
38486    o139924                        0.00000626     
38487    o146658                        0.00000626     
38488    o146660                        0.00000626     
38489    o153423                        0.00000626     
38490    o153425                        0.00000626     
38491    o160179                        0.00000626     
38492    o160181                        0.00000626     
38493    o263335                        0.00000626     
38494    o263379                        0.00000626     
38495    o95822                         0.00000626     
38496    o186298                        0.00000626     
38497    o85964                         0.00000626     
38498    o202419                        0.00000626     
38499    o126833                        0.00000626     
38500    o92540                         0.00000626     
38501    o28614                         0.00000626     
38502    o166296                        0.00000626     
38503    o202688                        0.00000626     
38504    o145756                        0.00000626     
38505    o72600                         0.00000626     
38506    o207556                        0.00000626     
38507    o24591                         0.00000626     
38508    o7392                          0.00000626     
38509    o58900                         0.00000626     
38510    o271619                        0.00000626     
38511    o143630                        0.00000626     
38512    o248364                        0.00000626     
38513    o258042                        0.00000626     
38514    o104168                        0.00000626     
38515    o186479                        0.00000626     
38516    o23189                         0.00000626     
38517    o42692                         0.00000626     
38518    o123388                        0.00000626     
38519    o200665                        0.00000626     
38520    o119653                        0.00000626     
38521    o232028                        0.00000626     
38522    o5664                          0.00000626     
38523    o178430                        0.00000626     
38524    o150956                        0.00000626     
38525    o247646                        0.00000626     
38526    o237157                        0.00000626     
38527    o218582                        0.00000626     
38528    o74728                         0.00000626     
38529    o191723                        0.00000626     
38530    o224000                        0.00000626     
38531    o197455                        0.00000626     
38532    o73044                         0.00000626     
38533    o170226                        0.00000626     
38534    o54620                         0.00000626     
38535    o213697                        0.00000626     
38536    o213698                        0.00000626     
38537    o134911                        0.00000626     
38538    o74520                         0.00000626     
38539    o52825                         0.00000626     
38540    o151378                        0.00000626     
38541    o72768                         0.00000626     
38542    o141674                        0.00000626     
38543    o133594                        0.00000626     
38544    o257237                        0.00000626     
38545    o128216                        0.00000626     
38546    o80194                         0.00000626     
38547    o80195                         0.00000626     
38548    o80196                         0.00000626     
38549    o199861                        0.00000626     
38550    o93310                         0.00000626     
38551    o128458                        0.00000626     
38552    o228298                        0.00000626     
38553    o183628                        0.00000626     
38554    o63617                         0.00000626     
38555    o191719                        0.00000626     
38556    o259276                        0.00000626     
38557    o213701                        0.00000626     
38558    o100541                        0.00000626     
38559    o105182                        0.00000626     
38560    o109818                        0.00000626     
38561    o114459                        0.00000626     
38562    o119127                        0.00000626     
38563    o28980                         0.00000626     
38564    o90425                         0.00000626     
38565    o245289                        0.00000626     
38566    o61281                         0.00000626     
38567    o174434                        0.00000626     
38568    o78229                         0.00000626     
38569    o36060                         0.00000626     
38570    o76511                         0.00000626     
38571    o104238                        0.00000626     
38572    o238200                        0.00000626     
38573    o182051                        0.00000626     
38574    o15116                         0.00000626     
38575    o67293                         0.00000626     
38576    o70663                         0.00000626     
38577    o198289                        0.00000626     
38578    o96442                         0.00000626     
38579    o190092                        0.00000626     
38580    o169889                        0.00000625     
38581    o87178                         0.00000625     
38582    o100960                        0.00000625     
38583    o18134                         0.00000625     
38584    o200967                        0.00000625     
38585    o181996                        0.00000625     
38586    o72944                         0.00000625     
38587    o151375                        0.00000625     
38588    o276042                        0.00000625     
38589    o248362                        0.00000625     
38590    o63690                         0.00000625     
38591    o220839                        0.00000625     
38592    o13804                         0.00000625     
38593    o238225                        0.00000625     
38594    o83410                         0.00000625     
38595    o273477                        0.00000625     
38596    o273340                        0.00000625     
38597    o273259                        0.00000625     
38598    o273200                        0.00000625     
38599    o255707                        0.00000625     
38600    o255254                        0.00000625     
38601    o141661                        0.00000625     
38602    o96411                         0.00000625     
38603    o83911                         0.00000625     
38604    o21451                         0.00000625     
38605    o80804                         0.00000625     
38606    o209221                        0.00000625     
38607    o209223                        0.00000625     
38608    o209224                        0.00000625     
38609    o160963                        0.00000625     
38610    o209220                        0.00000625     
38611    o198759                        0.00000625     
38612    o18002                         0.00000625     
38613    o238205                        0.00000625     
38614    o8360                          0.00000625     
38615    o40478                         0.00000625     
38616    o40472                         0.00000625     
38617    o40466                         0.00000625     
38618    o40460                         0.00000625     
38619    o40436                         0.00000625     
38620    o40487                         0.00000625     
38621    o243257                        0.00000625     
38622    o238210                        0.00000625     
38623    o265306                        0.00000625     
38624    o212954                        0.00000625     
38625    o72728                         0.00000625     
38626    o209222                        0.00000625     
38627    o93318                         0.00000625     
38628    o13750                         0.00000625     
38629    o74125                         0.00000625     
38630    o16537                         0.00000625     
38631    o17438                         0.00000625     
38632    o21560                         0.00000625     
38633    o70633                         0.00000625     
38634    o125426                        0.00000625     
38635    o152452                        0.00000625     
38636    o209225                        0.00000625     
38637    o193572                        0.00000625     
38638    o204005                        0.00000625     
38639    o140678                        0.00000625     
38640    o161126                        0.00000625     
38641    o209119                        0.00000625     
38642    o144605                        0.00000625     
38643    o77767                         0.00000625     
38644    o218576                        0.00000625     
38645    o190145                        0.00000625     
38646    o40490                         0.00000625     
38647    o40493                         0.00000625     
38648    o40496                         0.00000625     
38649    o40499                         0.00000625     
38650    o40502                         0.00000625     
38651    o40508                         0.00000625     
38652    o178020                        0.00000625     
38653    o55546                         0.00000625     
38654    o51982                         0.00000625     
38655    o50282                         0.00000625     
38656    o115028                        0.00000625     
38657    o37448                         0.00000625     
38658    o208650                        0.00000625     
38659    o40475                         0.00000625     
38660    o40463                         0.00000625     
38661    o40451                         0.00000625     
38662    o40439                         0.00000625     
38663    o40427                         0.00000625     
38664    o40418                         0.00000625     
38665    o210042                        0.00000625     
38666    o6851                          0.00000625     
38667    o194422                        0.00000625     
38668    o75909                         0.00000625     
38669    o265259                        0.00000625     
38670    o103674                        0.00000625     
38671    o72358                         0.00000625     
38672    o84920                         0.00000625     
38673    o123263                        0.00000625     
38674    o5993                          0.00000625     
38675    o177396                        0.00000625     
38676    o209219                        0.00000625     
38677    o126039                        0.00000625     
38678    o132790                        0.00000625     
38679    o139554                        0.00000625     
38680    o146290                        0.00000625     
38681    o159812                        0.00000625     
38682    o56211                         0.00000625     
38683    o184403                        0.00000625     
38684    o53507                         0.00000625     
38685    o130603                        0.00000625     
38686    o93324                         0.00000625     
38687    o105226                        0.00000625     
38688    o43205                         0.00000625     
38689    o124266                        0.00000625     
38690    o124285                        0.00000625     
38691    o177376                        0.00000625     
38692    o21007                         0.00000625     
38693    o13492                         0.00000624     
38694    o82867                         0.00000624     
38695    o86041                         0.00000624     
38696    o89307                         0.00000624     
38697    o92618                         0.00000624     
38698    o95897                         0.00000624     
38699    o230988                        0.00000624     
38700    o113528                        0.00000624     
38701    o78153                         0.00000624     
38702    o277965                        0.00000624     
38703    o204789                        0.00000624     
38704    o85895                         0.00000624     
38705    o89163                         0.00000624     
38706    o145045                        0.00000624     
38707    o42740                         0.00000624     
38708    o126095                        0.00000624     
38709    o146345                        0.00000624     
38710    o139611                        0.00000624     
38711    o132844                        0.00000624     
38712    o74318                         0.00000624     
38713    o144540                        0.00000624     
38714    o158747                        0.00000624     
38715    o92471                         0.00000624     
38716    o32066                         0.00000624     
38717    o258718                        0.00000624     
38718    o50839                         0.00000624     
38719    o255470                        0.00000624     
38720    o173137                        0.00000624     
38721    o40868                         0.00000624     
38722    o151313                        0.00000624     
38723    o155357                        0.00000624     
38724    o174303                        0.00000624     
38725    o32093                         0.00000624     
38726    o10615                         0.00000624     
38727    o166168                        0.00000624     
38728    o155490                        0.00000624     
38729    o122084                        0.00000624     
38730    o128876                        0.00000624     
38731    o135634                        0.00000624     
38732    o142395                        0.00000624     
38733    o149143                        0.00000624     
38734    o155895                        0.00000624     
38735    o185397                        0.00000624     
38736    o17696                         0.00000624     
38737    o238305                        0.00000624     
38738    o121669                        0.00000624     
38739    o76771                         0.00000624     
38740    o22208                         0.00000624     
38741    o48350                         0.00000624     
38742    o32077                         0.00000624     
38743    o130132                        0.00000624     
38744    o170001                        0.00000624     
38745    o39307                         0.00000624     
38746    o169518                        0.00000624     
38747    o21038                         0.00000624     
38748    o185446                        0.00000624     
38749    o42649                         0.00000624     
38750    o264468                        0.00000624     
38751    o100381                        0.00000624     
38752    o184594                        0.00000624     
38753    o184595                        0.00000624     
38754    o170968                        0.00000624     
38755    o59478                         0.00000624     
38756    o83273                         0.00000624     
38757    o86535                         0.00000624     
38758    o89791                         0.00000624     
38759    o93109                         0.00000624     
38760    o96390                         0.00000624     
38761    o126151                        0.00000624     
38762    o132902                        0.00000624     
38763    o139669                        0.00000624     
38764    o146403                        0.00000624     
38765    o153184                        0.00000624     
38766    o159926                        0.00000624     
38767    o165400                        0.00000624     
38768    o173553                        0.00000624     
38769    o181669                        0.00000624     
38770    o189738                        0.00000624     
38771    o197859                        0.00000624     
38772    o42137                         0.00000624     
38773    o204093                        0.00000624     
38774    o167400                        0.00000624     
38775    o134908                        0.00000624     
38776    o118810                        0.00000624     
38777    o119763                        0.00000624     
38778    o75333                         0.00000624     
38779    o105734                        0.00000624     
38780    o15069                         0.00000624     
38781    o134903                        0.00000624     
38782    o51970                         0.00000624     
38783    o172683                        0.00000624     
38784    o180801                        0.00000624     
38785    o188858                        0.00000624     
38786    o196983                        0.00000624     
38787    o8454                          0.00000624     
38788    o225837                        0.00000624     
38789    o169106                        0.00000623     
38790    o265066                        0.00000623     
38791    o42913                         0.00000623     
38792    o182522                        0.00000623     
38793    o74196                         0.00000623     
38794    o259541                        0.00000623     
38795    o6836                          0.00000623     
38796    o105593                        0.00000623     
38797    o148419                        0.00000623     
38798    o95020                         0.00000623     
38799    o147062                        0.00000623     
38800    o20478                         0.00000623     
38801    o19099                         0.00000623     
38802    o219614                        0.00000623     
38803    o80193                         0.00000623     
38804    o273307                        0.00000623     
38805    o273222                        0.00000623     
38806    o273135                        0.00000623     
38807    o273368                        0.00000623     
38808    o192583                        0.00000623     
38809    o264625                        0.00000623     
38810    o42977                         0.00000623     
38811    o185373                        0.00000623     
38812    o55739                         0.00000623     
38813    o230710                        0.00000623     
38814    o169192                        0.00000623     
38815    o219594                        0.00000623     
38816    o42781                         0.00000623     
38817    o211450                        0.00000623     
38818    o177641                        0.00000623     
38819    o266492                        0.00000623     
38820    o178008                        0.00000623     
38821    o177237                        0.00000623     
38822    o219579                        0.00000623     
38823    o133915                        0.00000623     
38824    o192390                        0.00000623     
38825    o77987                         0.00000623     
38826    o101083                        0.00000623     
38827    o262588                        0.00000623     
38828    o265762                        0.00000623     
38829    o31812                         0.00000623     
38830    o46509                         0.00000623     
38831    o273320                        0.00000623     
38832    o257488                        0.00000623     
38833    o103675                        0.00000623     
38834    o247860                        0.00000623     
38835    o265860                        0.00000623     
38836    o169516                        0.00000623     
38837    o101120                        0.00000623     
38838    o86557                         0.00000623     
38839    o51620                         0.00000623     
38840    o139837                        0.00000623     
38841    o210152                        0.00000623     
38842    o151818                        0.00000623     
38843    o54861                         0.00000623     
38844    o125523                        0.00000623     
38845    o132272                        0.00000623     
38846    o139037                        0.00000623     
38847    o145775                        0.00000623     
38848    o152558                        0.00000623     
38849    o159296                        0.00000623     
38850    o265473                        0.00000623     
38851    o256639                        0.00000623     
38852    o125080                        0.00000623     
38853    o131816                        0.00000623     
38854    o138580                        0.00000623     
38855    o145321                        0.00000623     
38856    o152102                        0.00000623     
38857    o158839                        0.00000623     
38858    o256214                        0.00000623     
38859    o256637                        0.00000623     
38860    o199353                        0.00000623     
38861    o104872                        0.00000623     
38862    o176818                        0.00000623     
38863    o219599                        0.00000623     
38864    o139460                        0.00000623     
38865    o243250                        0.00000623     
38866    o225802                        0.00000623     
38867    o153876                        0.00000623     
38868    o260125                        0.00000623     
38869    o89813                         0.00000623     
38870    o128138                        0.00000623     
38871    o152690                        0.00000623     
38872    o115443                        0.00000623     
38873    o169265                        0.00000623     
38874    o256271                        0.00000623     
38875    o263959                        0.00000623     
38876    o131031                        0.00000623     
38877    o121358                        0.00000623     
38878    o176171                        0.00000623     
38879    o270851                        0.00000623     
38880    o273322                        0.00000623     
38881    o273084                        0.00000623     
38882    o255250                        0.00000623     
38883    o255209                        0.00000623     
38884    o255185                        0.00000623     
38885    o61321                         0.00000623     
38886    o243377                        0.00000623     
38887    o114627                        0.00000623     
38888    o204795                        0.00000623     
38889    o96688                         0.00000623     
38890    o76349                         0.00000623     
38891    o87732                         0.00000623     
38892    o91009                         0.00000623     
38893    o255848                        0.00000623     
38894    o255714                        0.00000623     
38895    o255416                        0.00000623     
38896    o255394                        0.00000623     
38897    o11344                         0.00000623     
38898    o51994                         0.00000623     
38899    o176225                        0.00000623     
38900    o99025                         0.00000623     
38901    o244364                        0.00000622     
38902    o17433                         0.00000622     
38903    o52006                         0.00000622     
38904    o169515                        0.00000622     
38905    o140206                        0.00000622     
38906    o148728                        0.00000622     
38907    o73434                         0.00000622     
38908    o219604                        0.00000622     
38909    o259425                        0.00000622     
38910    o219609                        0.00000622     
38911    o225807                        0.00000622     
38912    o177644                        0.00000622     
38913    o193552                        0.00000622     
38914    o82727                         0.00000622     
38915    o244374                        0.00000622     
38916    o206558                        0.00000622     
38917    o185287                        0.00000622     
38918    o153709                        0.00000622     
38919    o58831                         0.00000622     
38920    o133336                        0.00000622     
38921    o130912                        0.00000622     
38922    o80066                         0.00000622     
38923    o277781                        0.00000622     
38924    o198481                        0.00000622     
38925    o6838                          0.00000622     
38926    o178205                        0.00000622     
38927    o178204                        0.00000622     
38928    o193413                        0.00000622     
38929    o140107                        0.00000622     
38930    o128135                        0.00000622     
38931    o127129                        0.00000622     
38932    o141987                        0.00000622     
38933    o160967                        0.00000622     
38934    o193499                        0.00000622     
38935    o244379                        0.00000622     
38936    o244369                        0.00000622     
38937    o40337                         0.00000622     
38938    o40340                         0.00000622     
38939    o209435                        0.00000622     
38940    o11234                         0.00000622     
38941    o101096                        0.00000622     
38942    o34692                         0.00000622     
38943    o6837                          0.00000622     
38944    o7431                          0.00000622     
38945    o24259                         0.00000622     
38946    o150769                        0.00000622     
38947    o244384                        0.00000622     
38948    o205581                        0.00000622     
38949    o124794                        0.00000622     
38950    o125949                        0.00000622     
38951    o161053                        0.00000622     
38952    o123350                        0.00000622     
38953    o192349                        0.00000622     
38954    o244389                        0.00000622     
38955    o222104                        0.00000622     
38956    o244399                        0.00000622     
38957    o151970                        0.00000622     
38958    o250316                        0.00000622     
38959    o43186                         0.00000622     
38960    o244394                        0.00000622     
38961    o212407                        0.00000622     
38962    o81919                         0.00000622     
38963    o94907                         0.00000622     
38964    o17348                         0.00000622     
38965    o143774                        0.00000622     
38966    o7874                          0.00000622     
38967    o95493                         0.00000622     
38968    o33845                         0.00000622     
38969    o37588                         0.00000622     
38970    o13516                         0.00000622     
38971    o105021                        0.00000622     
38972    o248575                        0.00000622     
38973    o198482                        0.00000622     
38974    o136431                        0.00000622     
38975    o212249                        0.00000622     
38976    o126568                        0.00000622     
38977    o89848                         0.00000622     
38978    o212239                        0.00000622     
38979    o146843                        0.00000622     
38980    o15591                         0.00000622     
38981    o193523                        0.00000622     
38982    o196665                        0.00000622     
38983    o273452                        0.00000622     
38984    o212427                        0.00000622     
38985    o256123                        0.00000622     
38986    o34704                         0.00000622     
38987    o81356                         0.00000622     
38988    o138305                        0.00000622     
38989    o158567                        0.00000622     
38990    o73928                         0.00000622     
38991    o108733                        0.00000622     
38992    o267049                        0.00000622     
38993    o200539                        0.00000622     
38994    o200561                        0.00000622     
38995    o180426                        0.00000622     
38996    o266449                        0.00000622     
38997    o37722                         0.00000622     
38998    o63566                         0.00000622     
38999    o224682                        0.00000622     
39000    o158126                        0.00000622     
39001    o8288                          0.00000622     
39002    o164218                        0.00000622     
39003    o12513                         0.00000622     
39004    o73652                         0.00000622     
39005    o188478                        0.00000622     
39006    o153611                        0.00000622     
39007    o276167                        0.00000622     
39008    o276114                        0.00000622     
39009    o156871                        0.00000622     
39010    o140371                        0.00000621     
39011    o196602                        0.00000621     
39012    o144349                        0.00000621     
39013    o79046                         0.00000621     
39014    o143212                        0.00000621     
39015    o144011                        0.00000621     
39016    o180489                        0.00000621     
39017    o20995                         0.00000621     
39018    o172302                        0.00000621     
39019    o157509                        0.00000621     
39020    o199865                        0.00000621     
39021    o188541                        0.00000621     
39022    o108933                        0.00000621     
39023    o185426                        0.00000621     
39024    o177636                        0.00000621     
39025    o164155                        0.00000621     
39026    o182312                        0.00000621     
39027    o184589                        0.00000621     
39028    o184588                        0.00000621     
39029    o36143                         0.00000621     
39030    o35604                         0.00000621     
39031    o172365                        0.00000621     
39032    o80072                         0.00000621     
39033    o109866                        0.00000621     
39034    o236956                        0.00000621     
39035    o78451                         0.00000621     
39036    o137250                        0.00000621     
39037    o164536                        0.00000621     
39038    o265121                        0.00000621     
39039    o121668                        0.00000621     
39040    o29883                         0.00000621     
39041    o15778                         0.00000621     
39042    o224764                        0.00000621     
39043    o192420                        0.00000621     
39044    o16100                         0.00000621     
39045    o204848                        0.00000621     
39046    o240725                        0.00000621     
39047    o130127                        0.00000621     
39048    o12701                         0.00000621     
39049    o212269                        0.00000621     
39050    o255962                        0.00000621     
39051    o260155                        0.00000621     
39052    o17847                         0.00000621     
39053    o39006                         0.00000621     
39054    o247145                        0.00000621     
39055    o130483                        0.00000621     
