PageRank Results for MACROS in adaptec1
======================================================================
Total macros: 543
Area threshold: 1000
Damping factor: 0.85
======================================================================

Rank     Macro                          PageRank        Width      Height     Area        
509      o211050                        0.00146974      432.0      72.0       31104.0     
510      o211350                        0.00146974      72.0       432.0      31104.0     
511      o211283                        0.00146974      72.0       432.0      31104.0     
512      o211413                        0.00146974      792.0      1008.0     798336.0    
513      o211056                        0.00146974      432.0      72.0       31104.0     
514      o211446                        0.00146974      2304.0     24.0       55296.0     
515      o211233                        0.00146974      72.0       432.0      31104.0     
516      o211179                        0.00146974      432.0      72.0       31104.0     
517      o210935                        0.00146974      72.0       432.0      31104.0     
518      o211295                        0.00146974      72.0       432.0      31104.0     
519      o211222                        0.00146974      72.0       432.0      31104.0     
520      o210934                        0.00146974      72.0       432.0      31104.0     
521      o211211                        0.00146974      432.0      72.0       31104.0     
522      o211317                        0.00146974      72.0       432.0      31104.0     
523      o211305                        0.00146974      432.0      72.0       31104.0     
524      o210914                        0.00146974      500.0      2136.0     1068000.0   
525      o211184                        0.00146974      432.0      72.0       31104.0     
526      o211346                        0.00146974      432.0      72.0       31104.0     
527      o211251                        0.00146974      72.0       432.0      31104.0     
528      o211426                        0.00146974      511.0      2136.0     1091496.0   
529      o210931                        0.00146974      80.0       1044.0     83520.0     
530      o211176                        0.00146974      432.0      72.0       31104.0     
531      o210933                        0.00146974      72.0       432.0      31104.0     
532      o211178                        0.00146974      432.0      72.0       31104.0     
533      o211253                        0.00146974      72.0       432.0      31104.0     
534      o211364                        0.00146974      432.0      72.0       31104.0     
535      o211440                        0.00146974      164.0      2136.0     350304.0    
536      o211159                        0.00146974      72.0       432.0      31104.0     
537      o210932                        0.00146974      72.0       432.0      31104.0     
538      o210921                        0.00146974      108.0      1968.0     212544.0    
539      o211297                        0.00146974      432.0      72.0       31104.0     
540      o211049                        0.00146974      72.0       432.0      31104.0     
541      o211432                        0.00146974      276.0      2136.0     589536.0    
542      o211185                        0.00146974      432.0      72.0       31104.0     
543      o211219                        0.00146974      72.0       432.0      31104.0     
